"","Gene1","Gene2","Gene3","Gene4","Gene5","Gene6","Gene7","Gene8","Gene9","Gene10","Gene11","Gene12","Gene13","Gene14","Gene15","Gene16","Gene17","Gene18","Gene19","Gene20","Gene21","Gene22","Gene23","Gene24","Gene25","Gene26","Gene27","Gene28","Gene29","Gene30","Gene31","Gene32","Gene33","Gene34","Gene35","Gene36","Gene37","Gene38","Gene39","Gene40","Gene41","Gene42","Gene43","Gene44","Gene45","Gene46","Gene47","Gene48","Gene49","Gene50","Gene51","Gene52","Gene53","Gene54","Gene55","Gene56","Gene57","Gene58","Gene59","Gene60","Gene61","Gene62","Gene63","Gene64","Gene65","Gene66","Gene67","Gene68","Gene69","Gene70","Gene71","Gene72","Gene73","Gene74","Gene75","Gene76","Gene77","Gene78","Gene79","Gene80","Gene81","Gene82","Gene83","Gene84","Gene85","Gene86","Gene87","Gene88","Gene89","Gene90","Gene91","Gene92","Gene93","Gene94","Gene95","Gene96","Gene97","Gene98","Gene99","Gene100","Gene101","Gene102","Gene103","Gene104","Gene105","Gene106","Gene107","Gene108","Gene109","Gene110","Gene111","Gene112","Gene113","Gene114","Gene115","Gene116","Gene117","Gene118","Gene119","Gene120","Gene121","Gene122","Gene123","Gene124","Gene125","Gene126","Gene127","Gene128","Gene129","Gene130","Gene131","Gene132","Gene133","Gene134","Gene135","Gene136","Gene137","Gene138","Gene139","Gene140","Gene141","Gene142","Gene143","Gene144","Gene145","Gene146","Gene147","Gene148","Gene149","Gene150","Gene151","Gene152","Gene153","Gene154","Gene155","Gene156","Gene157","Gene158","Gene159","Gene160","Gene161","Gene162","Gene163","Gene164","Gene165","Gene166","Gene167","Gene168","Gene169","Gene170","Gene171","Gene172","Gene173","Gene174","Gene175","Gene176","Gene177","Gene178","Gene179","Gene180","Gene181","Gene182","Gene183","Gene184","Gene185","Gene186","Gene187","Gene188","Gene189","Gene190","Gene191","Gene192","Gene193","Gene194","Gene195","Gene196","Gene197","Gene198","Gene199","Gene200"
"Cell29",0,55,0,212,0,0,187,0,107,0,2743,0,0,305,0,0,701,0,0,0,0,3316,30,0,0,0,0,153,78,303,0,0,45,0,0,0,52,116,73,0,301,83,0,0,0,5395,0,0,5696,9,229,0,17,0,120,40,72,0,0,0,99,0,0,0,311,27,0,137,1193,0,0,0,0,0,0,0,0,0,0,0,139,0,18,0,582,0,0,0,0,0,0,0,434,0,546,0,0,0,0,366,0,0,0,0,42,0,68,0,0,0,0,451,0,0,0,368,219,4559,0,43,0,0,0,0,0,195,107,356,0,0,0,0,0,58,0,0,0,0,0,186,0,0,87,0,187,0,0,409,0,0,0,270,0,44,1546,111,42,0,539,0,0,839,85,0,0,0,468,0,0,0,0,0,248,0,0,0,0,0,0,0,0,0,162,0,525,0,0,233,2389,1301,0,0,364,0,0,78,0,1143,0,132
"Cell30",0,35,0,291,0,215,205,0,107,0,2582,0,460,0,0,0,563,0,0,0,0,3584,0,169,0,113,0,0,0,0,0,168,0,493,0,0,0,0,0,0,365,138,0,0,103,4977,0,0,4526,0,236,0,0,0,0,0,88,0,0,0,0,0,0,0,234,0,0,228,371,0,0,9,0,0,0,0,0,0,0,73,274,0,0,161,665,0,256,0,744,0,57,0,440,0,399,0,0,0,0,316,0,0,0,0,0,0,98,0,0,0,0,0,0,121,0,282,167,4445,726,18,0,0,0,0,0,161,0,0,0,83,0,0,157,0,0,0,0,0,0,125,0,0,0,0,200,29,0,0,0,0,0,217,417,0,0,171,0,153,539,69,142,966,0,0,29,0,427,10,0,0,0,0,320,0,0,0,0,67,0,0,46,0,169,0,738,0,0,0,0,0,0,122,384,0,0,83,0,0,0,88
"Cell31",0,0,0,0,0,0,199,45,136,0,2620,0,688,385,0,16,1105,0,94,0,0,4695,0,0,0,134,129,141,0,0,0,0,0,419,0,0,0,138,0,0,456,149,0,179,0,5860,0,0,7246,0,0,0,0,0,0,0,0,68,0,13,0,450,0,0,434,0,0,209,664,0,0,0,0,0,0,30,0,0,0,0,0,0,0,249,651,0,285,0,0,0,0,7,650,0,831,0,0,0,0,0,0,0,0,45,0,0,0,0,0,115,0,0,0,215,0,355,0,5129,816,0,0,0,2,101,0,205,0,491,178,0,0,117,0,0,0,0,0,36,172,138,0,0,53,0,0,34,0,690,36,14,0,368,415,0,2030,0,0,186,602,0,0,893,0,0,0,0,0,0,0,0,0,0,384,90,0,0,0,92,0,0,0,117,162,23,970,0,0,287,2830,0,0,261,483,0,0,128,341,0,0,0
"Cell32",0,0,0,269,0,0,215,0,0,0,2772,0,513,460,0,0,825,0,0,0,0,4462,53,199,232,85,208,0,0,467,0,0,0,567,8,106,0,0,0,0,444,0,0,137,0,5617,0,0,6805,0,333,0,0,0,0,0,94,0,0,0,105,555,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,0,0,290,697,0,0,0,727,0,0,0,675,0,743,0,0,0,0,502,0,0,0,0,0,0,147,0,0,198,0,0,0,0,311,371,278,6475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,164,141,203,0,0,0,166,0,0,789,0,0,0,311,375,0,1997,113,42,163,667,0,179,1099,148,0,0,159,0,0,0,0,0,0,0,89,0,0,0,109,0,0,71,116,0,0,1042,0,0,260,2836,2809,0,158,457,0,0,0,378,1328,0,59
"Cell33",0,0,0,335,0,220,226,0,0,0,3191,0,377,381,0,0,1030,0,0,0,42,4795,0,0,0,0,0,191,71,0,0,135,0,0,0,0,0,0,0,0,0,109,36,178,199,6266,0,0,7993,0,397,0,0,0,0,0,69,0,0,0,0,0,0,0,344,71,0,0,1873,0,84,0,136,0,0,41,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,477,0,0,374,344,253,6272,0,0,0,0,0,57,0,0,96,477,0,86,0,122,0,114,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,434,60,2126,0,0,109,500,0,0,1250,0,0,0,0,0,0,21,0,0,215,293,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,3243,2228,0,198,578,0,0,85,420,986,0,0
"Cell34",0,0,0,416,30,0,0,44,157,18,2875,0,562,0,0,0,879,0,0,0,0,4097,45,221,0,0,176,116,0,360,16,158,0,516,0,0,0,138,114,0,419,101,0,0,0,5512,0,0,6707,0,0,0,0,5,0,0,39,0,0,0,0,395,23,0,0,0,0,0,503,0,0,0,121,0,0,0,0,41,0,116,313,0,0,197,722,0,232,0,0,0,0,0,615,0,621,0,0,0,0,430,0,0,0,0,0,0,0,0,0,137,0,187,0,222,380,462,172,6607,901,0,0,0,0,0,0,144,102,454,0,81,0,0,0,0,0,62,0,0,0,0,239,0,0,0,149,0,0,597,0,0,0,312,463,0,1707,0,0,220,819,0,0,950,0,0,0,0,582,0,0,0,0,123,309,95,0,0,0,0,0,2,0,0,0,0,912,0,0,233,3322,0,0,0,372,0,0,0,357,1500,0,130
"Cell35",0,0,0,352,0,214,256,0,0,0,2312,0,633,0,0,0,0,0,0,0,0,3555,0,150,147,0,0,0,0,0,0,0,0,0,0,111,0,0,117,0,0,0,0,0,132,5193,0,0,5425,0,324,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,484,0,0,0,0,0,0,0,0,0,0,0,0,18,0,189,635,0,0,0,0,0,0,0,650,0,0,0,0,0,0,489,0,0,0,0,14,0,0,0,0,0,0,178,0,0,216,0,0,5217,359,0,0,0,0,0,0,0,88,545,126,0,0,0,0,0,0,87,0,0,0,168,198,0,0,0,0,39,0,459,43,0,0,242,322,0,1259,112,0,119,0,50,0,746,0,0,0,0,0,0,0,0,0,0,293,0,0,0,0,0,139,0,0,136,181,0,724,0,0,219,2235,2917,0,0,0,0,0,107,333,1224,0,0
"Cell36",0,0,0,0,0,226,199,37,119,0,2718,0,0,346,0,0,826,0,79,0,0,3765,0,179,198,144,0,0,0,466,0,140,0,533,0,0,0,0,0,0,0,100,0,0,169,4738,0,0,5130,0,0,0,0,10,0,61,0,0,0,0,164,531,0,0,309,0,0,0,508,0,69,0,0,0,0,0,0,0,0,71,289,0,0,0,0,0,0,0,743,0,0,4,583,0,842,0,24,0,25,507,0,141,0,0,14,0,93,0,0,173,0,119,0,0,266,245,198,6301,597,0,0,0,0,95,0,190,136,372,118,0,0,103,200,100,0,89,0,0,226,153,243,0,0,0,0,0,0,585,0,26,0,339,385,0,2050,0,0,166,0,0,0,1186,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,113,0,162,0,938,0,0,302,2389,3334,0,0,0,0,0,0,385,1170,0,145
"Cell37",0,0,0,434,0,318,269,0,0,0,4420,0,919,0,0,0,1765,0,0,0,37,5005,0,242,0,186,306,0,0,571,0,124,56,616,0,0,0,108,191,0,739,122,0,0,0,8119,0,0,8083,0,622,0,0,0,181,77,0,0,0,0,149,705,0,0,369,0,0,239,0,0,98,0,0,31,0,0,0,0,187,0,394,30,17,0,944,0,161,0,1400,0,126,0,733,0,0,0,0,0,0,838,0,132,0,0,45,0,0,0,0,152,0,255,0,276,420,463,354,7945,571,0,0,0,0,0,0,0,129,738,239,0,0,232,295,144,0,85,0,0,331,0,0,0,0,0,207,0,0,0,0,0,34,399,445,0,2176,192,0,148,729,110,0,1736,134,0,0,124,596,0,0,0,0,86,469,172,0,0,0,182,195,0,0,250,292,0,0,0,0,310,3781,3702,0,330,651,0,0,131,523,1640,0,0
"Cell38",38,0,0,298,0,0,202,0,171,0,3267,0,705,405,0,0,1319,0,104,0,0,5093,0,180,202,167,0,120,0,307,0,0,39,0,0,0,0,0,0,0,355,116,0,0,0,0,0,0,5089,0,283,0,43,0,0,0,0,0,0,0,129,0,0,0,218,0,0,207,404,0,0,0,98,0,0,0,53,0,0,136,0,0,0,257,597,0,94,0,717,0,66,0,673,0,817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,317,0,0,4816,378,0,0,0,0,75,0,215,0,454,0,0,0,0,167,120,0,0,0,0,0,0,274,0,86,0,130,0,0,690,0,0,0,0,401,0,1822,174,59,84,669,83,0,803,94,11,0,169,778,16,0,0,0,66,0,0,55,0,0,0,0,0,0,0,246,0,565,0,0,305,2565,3102,0,0,0,0,0,126,346,1174,0,0
"Cell39",0,0,0,294,0,260,169,0,124,0,1651,0,432,263,0,0,616,0,0,0,19,2963,0,214,179,0,0,159,0,0,0,97,0,232,0,0,0,140,52,0,269,91,0,0,82,4339,0,0,4554,0,0,0,0,0,95,0,0,0,0,0,0,443,0,11,250,0,0,0,0,0,0,0,111,0,0,0,0,0,121,0,0,0,0,238,510,0,0,0,632,0,0,0,0,0,518,0,0,0,0,0,0,41,0,0,0,0,107,0,0,93,0,0,19,212,195,0,0,3514,0,0,0,0,0,0,0,0,121,0,0,0,0,0,164,0,0,0,0,0,0,129,0,0,0,0,60,0,0,412,0,0,0,220,308,0,1518,0,0,0,539,0,0,0,0,0,0,0,410,0,0,0,0,88,238,0,0,0,0,0,105,0,0,0,144,0,0,24,0,0,2335,2280,22,0,442,0,0,0,195,826,5,0
"Cell40",0,0,0,0,0,241,0,0,0,0,2219,0,415,0,0,0,657,0,35,0,21,3781,0,203,0,141,137,141,0,0,0,0,0,442,0,0,0,0,95,0,312,0,0,127,109,6055,0,0,5275,0,0,0,0,0,0,0,0,0,0,0,70,548,0,0,315,0,0,0,1346,0,0,0,0,0,0,0,31,38,0,0,222,0,0,217,553,0,122,0,305,0,40,0,556,0,0,7,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,309,0,0,289,0,0,3991,431,0,0,0,0,80,34,0,0,341,106,0,0,53,0,0,0,0,0,0,0,124,153,0,56,0,0,0,0,610,34,0,0,0,404,0,1421,154,0,0,468,56,165,874,79,0,31,0,552,0,0,0,0,0,0,0,0,0,0,102,50,0,67,80,182,0,501,0,0,165,2890,1742,0,0,0,0,0,0,274,719,0,0
"Cell41",0,0,0,253,0,0,116,0,146,0,2773,0,477,272,0,0,665,0,0,0,0,3753,0,143,164,112,129,163,0,294,0,0,52,522,0,148,0,164,0,31,341,0,0,0,0,3417,0,0,4573,0,323,0,0,0,138,46,0,0,0,0,0,360,36,0,297,0,0,0,1108,0,0,0,163,0,0,0,0,0,106,0,227,0,0,223,0,21,0,0,348,0,0,0,0,0,537,0,0,0,23,0,0,0,0,0,0,0,0,0,0,122,0,468,0,0,0,208,271,4932,356,0,0,0,0,0,0,161,0,0,0,0,0,0,151,115,0,63,0,0,0,0,209,0,33,0,0,0,0,624,0,0,0,208,345,0,1330,0,0,83,0,0,106,1037,101,0,0,0,452,0,21,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,442,0,0,190,2025,1540,0,0,0,0,0,0,0,750,8,85
"Cell42",0,46,0,235,29,283,196,0,95,0,2545,0,0,277,0,0,752,0,0,0,27,3024,0,0,177,0,184,147,0,264,0,100,59,462,0,0,0,134,109,0,321,118,13,0,0,4870,0,0,5809,0,0,0,0,0,140,0,0,0,0,0,129,468,0,0,0,0,0,116,1095,12,0,0,109,18,4,0,0,0,0,0,0,0,0,147,670,0,0,0,0,0,0,0,541,0,694,0,0,0,0,514,0,0,0,26,0,0,0,0,0,192,0,455,0,169,0,280,175,3729,510,0,0,11,0,0,0,283,0,0,0,0,0,112,138,64,0,173,0,0,0,0,141,0,55,0,0,0,0,415,0,0,0,0,277,0,1585,0,0,0,0,0,0,1124,76,0,0,0,402,0,0,0,0,0,259,0,44,0,0,0,88,0,70,149,0,0,0,0,0,0,2082,1998,0,0,398,0,0,93,0,925,0,0
"Cell43",0,0,9,0,0,0,0,0,149,0,0,0,553,0,0,0,918,0,0,0,0,2672,0,164,0,123,186,0,0,305,0,0,0,0,0,0,23,0,109,0,0,71,0,0,94,4307,0,0,3968,0,259,0,0,0,0,38,69,0,0,0,58,242,0,0,213,37,0,139,480,0,0,0,0,0,0,0,0,42,0,0,214,0,0,128,0,0,0,0,552,0,0,0,0,0,599,0,0,0,0,449,0,96,0,0,0,0,0,0,0,0,0,148,31,100,218,374,220,4484,271,0,0,0,0,0,0,0,110,348,0,59,0,0,121,0,0,0,0,37,109,0,0,0,0,0,0,0,0,0,0,0,0,359,0,0,1212,0,0,0,485,0,0,766,97,0,0,99,403,0,0,0,0,0,210,0,0,0,0,84,135,0,0,0,143,0,0,0,0,0,2083,2477,0,0,357,0,0,92,0,1007,0,0
"Cell44",0,35,0,0,0,123,0,0,105,0,2257,0,302,0,0,0,349,0,0,0,0,1619,0,93,0,0,0,0,30,173,0,0,0,340,0,128,0,102,0,0,0,0,0,0,0,3532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,137,351,0,143,0,0,0,39,0,343,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,123,148,0,160,3145,0,0,0,0,0,63,0,93,58,0,0,80,0,0,106,0,0,0,0,0,0,0,139,0,0,0,0,0,0,306,0,0,0,193,333,0,0,0,0,136,564,0,0,812,0,0,0,0,0,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,62,7,0,0,0,146,1756,1892,0,0,211,0,0,44,0,661,0,0
"Cell45",0,0,0,0,0,0,204,0,0,0,3251,0,563,369,0,0,888,0,0,0,0,3864,0,170,0,204,0,217,0,0,0,0,0,437,0,0,0,0,0,0,447,218,0,133,0,6097,0,0,7003,0,305,0,0,0,210,52,0,0,0,0,0,515,42,0,0,0,0,0,2131,0,55,32,122,0,0,0,0,89,0,0,0,0,0,308,878,0,197,0,463,0,0,0,595,0,764,0,0,0,0,512,0,94,0,37,0,0,0,0,0,0,0,518,41,285,0,401,234,7651,0,63,0,0,0,0,0,0,183,0,138,0,0,194,0,0,0,188,0,0,224,0,245,0,98,0,0,0,0,0,0,0,0,0,0,0,1933,0,0,138,616,0,0,985,117,0,0,0,0,0,0,0,0,0,414,93,80,0,0,0,0,0,0,0,0,0,1107,0,0,0,2508,2025,0,0,455,0,0,121,371,1571,0,0
"Cell46",0,63,0,355,0,0,0,46,0,0,2655,0,498,0,0,0,866,0,0,0,0,5739,0,296,240,165,0,188,0,0,0,0,33,0,0,0,40,0,111,0,596,122,0,139,128,7226,0,0,7546,0,0,0,0,0,0,0,0,0,0,0,207,626,0,0,422,49,0,235,563,0,0,0,0,0,0,0,0,0,124,140,0,0,0,256,757,15,285,0,0,0,76,0,720,0,578,0,0,0,0,500,0,123,0,0,0,0,171,0,0,163,0,171,0,158,0,241,0,5335,0,30,0,0,0,0,0,0,91,0,127,0,0,110,0,0,0,77,0,0,206,160,281,0,89,0,0,0,0,740,0,0,0,383,448,67,2040,144,0,210,666,0,155,1195,127,9,0,0,541,0,0,0,0,179,0,0,0,0,0,82,0,0,0,0,347,0,1054,0,0,0,3285,3912,0,178,0,0,0,0,0,0,0,158
"Cell47",0,0,0,0,0,295,213,0,0,0,2539,0,539,291,0,0,0,0,102,0,35,3286,0,113,0,84,0,139,0,456,8,162,0,462,8,169,0,166,160,0,0,119,0,68,0,4947,0,0,5931,0,272,0,0,0,0,0,0,0,0,0,0,450,0,0,234,0,0,0,512,0,0,0,0,0,0,0,0,0,154,0,261,0,0,0,655,0,0,0,686,0,0,0,0,0,542,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,139,0,238,248,343,256,5350,596,0,0,0,0,93,0,227,0,432,226,47,0,0,0,0,0,53,0,0,0,0,223,0,49,0,0,0,0,591,0,0,29,0,267,0,1770,0,0,195,0,0,92,1013,0,0,0,127,488,0,0,0,0,166,408,0,0,0,0,85,0,0,130,0,169,29,993,0,0,286,2630,2771,0,0,0,0,0,0,0,1391,0,0
"Cell48",0,0,0,0,0,0,0,0,0,0,2484,0,464,0,0,0,0,0,0,26,0,3888,0,158,272,0,185,166,37,297,0,193,0,395,0,171,0,112,91,0,0,0,0,118,164,5111,0,0,6220,0,397,0,0,0,0,0,0,0,0,0,75,479,35,23,409,0,0,0,1760,0,0,0,0,0,0,0,0,0,0,0,208,42,0,0,585,27,0,0,329,0,88,0,606,0,650,0,0,0,0,0,0,90,26,0,21,0,0,0,0,198,0,0,17,0,347,0,0,4859,238,0,0,0,0,0,0,224,89,314,154,83,0,99,0,0,0,165,0,0,122,180,238,0,0,0,0,76,0,671,0,0,0,222,0,0,1981,146,0,0,538,0,114,718,100,0,0,108,445,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,229,2655,2017,0,0,461,0,0,0,0,1103,0,0
"Cell49",27,0,0,220,0,0,178,0,115,0,2504,0,496,0,0,0,823,0,0,0,0,3401,0,157,0,0,138,0,0,267,0,106,45,394,0,98,0,0,0,0,392,86,0,117,109,4441,0,0,5163,0,281,0,0,0,0,41,0,0,0,0,0,367,0,0,0,0,0,0,389,5,69,0,0,0,0,0,0,0,0,0,0,0,0,0,610,0,0,0,811,0,56,0,0,0,815,0,0,0,0,420,0,0,0,0,0,0,0,0,0,0,0,237,0,197,0,292,187,4368,658,0,0,0,0,0,0,236,65,295,157,0,0,0,179,0,0,52,0,0,98,0,136,0,0,0,187,0,0,544,0,0,0,0,375,0,1385,142,38,0,716,0,134,792,0,0,0,0,450,0,0,0,0,0,0,47,41,0,0,0,0,0,0,0,127,0,738,0,0,216,2236,2226,0,193,428,0,0,0,284,1028,0,67
"Cell50",0,77,0,410,0,0,260,0,0,0,3359,0,634,0,0,0,776,0,0,0,0,0,0,134,200,128,345,0,55,373,0,104,58,564,0,146,32,0,0,0,0,0,0,0,113,6627,0,0,7286,0,0,0,0,7,160,0,133,0,0,0,90,654,0,0,420,0,0,178,0,0,0,0,0,0,0,53,51,0,145,80,366,0,0,0,964,0,0,0,590,0,69,0,0,0,880,0,0,0,20,569,0,0,0,0,0,0,0,0,14,0,0,577,0,0,290,323,370,5648,423,33,0,19,0,84,0,230,0,0,0,0,0,0,0,113,0,0,0,60,0,166,0,0,0,0,187,0,0,0,0,0,0,350,0,0,2005,0,29,0,655,0,0,1028,112,0,0,0,592,0,0,0,0,180,275,94,0,0,0,119,0,0,0,120,0,0,809,0,0,287,3304,2440,0,0,371,0,0,149,353,862,0,0
"Cell51",0,36,0,336,0,214,0,0,121,0,3018,0,479,320,0,21,830,0,0,0,0,4261,55,188,172,138,0,195,0,340,0,0,87,410,0,120,58,201,0,0,462,0,12,0,0,5532,0,0,6107,0,308,0,0,0,0,0,100,0,0,0,158,508,0,0,404,53,0,246,1541,0,0,0,0,0,0,0,0,0,0,94,241,0,0,230,804,0,86,0,0,0,0,0,573,0,684,0,16,0,0,539,0,0,0,0,13,0,0,0,0,0,0,0,0,0,370,274,0,5928,454,0,0,0,0,126,15,204,0,342,123,79,0,186,151,0,0,159,0,0,0,0,0,0,115,0,164,0,0,0,48,0,0,419,497,0,0,0,0,95,604,0,146,933,108,0,0,128,568,0,0,0,0,0,421,0,47,0,14,0,110,0,76,0,0,0,642,0,0,293,2676,2342,0,0,557,0,0,175,347,1503,0,0
"Cell52",0,0,0,0,0,0,325,0,0,0,2345,0,674,385,0,0,0,0,0,0,0,4026,0,0,256,131,0,0,0,448,0,103,0,0,0,145,0,0,94,0,346,0,0,0,250,5343,0,24,5813,0,332,0,0,0,147,51,107,0,0,0,0,700,0,0,0,0,0,0,1828,0,75,0,95,0,0,37,0,0,180,90,0,26,0,205,745,0,0,0,558,0,50,0,750,0,716,0,0,0,0,0,0,0,0,0,0,0,102,0,0,243,0,510,0,250,300,349,294,7117,449,0,0,0,10,0,0,329,99,0,0,185,0,102,0,101,0,0,0,0,0,0,0,0,88,0,207,26,0,551,54,0,0,0,517,0,1307,0,0,0,642,0,127,1120,0,0,0,157,776,0,0,0,0,0,419,0,0,0,0,132,0,2,0,0,262,0,637,26,0,246,3314,1760,0,173,397,0,0,130,371,1044,0,0
"Cell53",0,0,0,0,0,216,0,0,173,0,3076,0,0,0,0,0,929,0,0,22,0,3677,47,156,235,0,271,0,0,424,0,0,0,0,0,136,40,0,0,0,475,0,0,0,140,5438,0,0,6907,0,0,0,0,0,0,0,132,25,0,0,132,523,27,0,0,0,0,185,1490,5,0,0,0,0,0,33,0,0,123,0,399,0,0,326,862,0,106,0,359,0,0,12,0,23,747,0,0,0,16,0,0,0,0,0,0,0,0,0,0,223,0,576,20,135,265,365,0,0,0,0,0,0,0,0,0,217,122,472,0,0,0,0,150,128,0,112,0,0,0,0,169,0,42,0,186,0,0,0,0,0,0,387,452,0,2031,0,0,0,0,68,100,1067,61,0,0,0,619,0,0,0,0,0,0,0,0,0,0,87,50,0,0,0,0,0,789,0,0,0,2783,1863,11,239,592,0,0,0,365,822,0,0
"Cell54",25,0,0,363,0,298,0,0,170,0,3366,0,668,509,0,0,0,0,88,20,24,3787,47,264,235,0,185,0,0,425,0,0,58,414,0,169,45,0,0,0,397,0,0,0,103,7229,0,0,6846,0,474,0,0,0,138,0,0,0,0,0,0,577,0,0,421,0,0,215,556,0,0,0,0,0,0,85,94,0,141,0,0,0,0,0,749,19,182,0,997,0,0,23,681,36,529,0,0,0,0,619,0,0,0,0,0,0,110,0,0,0,0,311,0,0,0,505,343,6149,602,61,0,0,0,0,0,0,0,313,0,0,0,102,0,143,0,58,0,0,0,175,197,0,0,0,0,50,0,781,0,0,0,367,0,0,1913,100,0,268,904,0,137,807,72,6,0,227,582,0,0,0,0,0,443,0,0,0,0,0,0,0,83,0,219,0,891,0,0,309,3003,3178,0,0,0,0,0,0,0,1555,0,0
"Cell55",17,0,0,327,38,270,322,0,0,0,3607,0,708,449,0,0,1324,0,0,0,0,3689,48,177,0,165,0,145,0,528,0,0,0,462,0,0,0,68,0,0,469,95,0,0,118,6137,0,0,7225,0,0,0,0,0,108,0,0,0,0,0,0,544,0,20,308,0,0,200,0,0,0,0,139,0,0,22,0,60,0,0,0,42,0,205,705,0,0,0,950,6,80,0,695,0,930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,291,223,247,5844,432,0,0,0,0,65,0,0,0,716,254,0,0,0,0,142,0,0,0,49,0,232,245,0,82,0,0,0,0,560,41,0,42,0,0,0,1277,0,0,75,0,0,198,1402,165,0,0,0,670,0,0,0,0,0,351,91,43,0,15,0,160,0,74,132,203,0,0,0,0,0,2881,3973,0,0,484,0,0,0,395,1202,0,0
"Cell56",0,0,0,329,0,0,166,0,0,14,2523,0,543,452,0,0,784,0,0,19,0,4370,48,228,322,174,0,220,0,452,0,0,0,615,0,205,0,213,0,0,0,0,0,126,0,7410,0,0,8020,0,0,8,0,0,0,0,0,0,0,0,67,673,0,20,533,0,0,217,0,0,0,0,130,0,0,0,64,0,0,0,282,22,0,0,631,0,189,0,825,0,0,0,760,0,732,0,0,0,0,504,0,0,45,0,0,0,0,0,0,0,0,0,0,274,0,0,271,5759,719,0,0,0,0,0,0,245,0,437,0,112,0,179,182,114,0,82,0,0,0,118,0,0,0,0,211,0,0,565,0,0,0,0,470,86,1749,152,0,231,1025,0,0,1198,141,0,0,177,398,0,0,0,0,150,284,0,0,0,0,0,0,0,109,0,0,0,0,0,0,252,3112,3314,0,139,475,0,0,96,417,1666,0,121
"Cell57",45,0,0,327,0,0,0,0,0,10,3089,0,684,443,0,0,921,0,0,0,0,4704,0,192,246,0,0,0,0,423,0,0,0,562,0,0,0,177,113,0,423,149,0,0,0,7027,0,0,6940,0,411,0,0,0,152,0,154,0,0,11,0,660,0,0,459,0,0,182,621,0,0,49,0,0,0,59,0,0,140,98,375,0,0,330,605,0,0,0,975,0,69,0,734,0,626,0,0,0,0,555,0,168,26,0,0,0,239,0,0,196,0,224,44,207,283,426,0,5403,764,0,0,0,0,99,0,0,0,351,148,77,0,225,149,0,0,0,0,0,0,197,0,0,0,0,0,0,0,0,0,31,0,399,457,111,1834,159,0,227,747,0,0,1045,0,0,0,0,646,0,0,0,0,178,0,0,0,0,0,135,0,0,0,0,177,0,1140,40,0,342,3191,2939,0,0,601,0,0,109,386,1057,0,0
"Cell58",0,0,0,385,0,266,371,0,249,0,4337,0,1007,0,0,0,1283,0,127,0,0,6286,78,367,260,0,422,0,0,491,0,0,0,701,0,0,0,0,0,0,590,145,0,0,198,7961,0,0,8959,0,554,0,0,0,0,0,178,0,0,0,0,494,0,0,517,0,0,266,904,0,0,0,219,0,0,0,0,0,198,0,0,44,0,0,933,0,208,0,1028,0,90,0,709,0,891,12,0,0,0,840,0,0,0,0,0,0,154,0,35,0,0,231,0,0,0,0,332,8323,612,0,0,0,0,0,0,0,278,0,264,0,0,0,206,0,0,134,0,0,309,0,357,0,0,0,0,56,0,558,0,0,43,447,611,0,1970,0,0,129,733,0,217,0,0,0,0,0,910,0,0,0,0,112,457,0,0,0,0,128,0,0,0,259,0,0,852,0,0,404,3826,3922,0,222,826,0,0,0,489,1628,0,147
"Cell59",0,0,0,267,0,169,209,0,0,0,2596,0,462,0,0,0,0,0,0,0,0,4233,0,0,174,101,0,0,36,0,0,0,0,400,0,0,0,0,0,0,331,79,0,0,107,4988,0,0,5692,0,311,0,0,0,0,0,68,28,0,0,0,450,38,0,0,0,0,154,371,0,0,0,0,0,0,29,0,32,67,0,0,0,0,0,486,0,0,0,0,0,0,0,529,0,519,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,173,0,0,205,4234,326,0,0,0,0,72,15,175,0,313,128,69,0,0,0,0,0,0,0,24,0,0,166,0,0,0,144,0,0,537,0,0,0,0,441,0,886,0,51,75,585,0,0,877,0,0,0,0,328,0,0,0,0,0,303,85,0,0,0,0,147,0,0,0,0,0,420,11,0,213,2428,2264,0,169,500,0,0,0,0,0,0,0
